Date,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,AT,BE,DE-LU,FR,NL
12/11/2021,"72,85","14,28","14,28","69,17","138,35","69,17","146,54","154,79","92,40","92,40","92,40","14,28","14,28","14,28","98,92","136,58","139,19","197,11","167,89","166,90","186,37","161,92"
13/11/2021,"79,27","16,31","16,31","47,94","134,32","47,94","143,06","142,68","91,80","91,80","91,80","16,31","16,31","16,31","136,64","138,25","140,53","170,57","166,45","156,90","170,01","153,88"
14/11/2021,"85,73","17,12","17,12","54,84","115,11","54,27","143,32","142,92","97,59","97,59","97,59","16,93","16,93","16,93","102,00","115,54","115,54","174,34","172,35","169,30","172,05","173,53"
15/11/2021,"78,79","14,00","14,00","70,50","166,74","67,48","218,08","218,08","97,39","97,39","97,39","14,00","14,00","14,00","163,09","181,57","181,57","227,98","228,00","227,96","228,06","227,82"
16/11/2021,"79,20","14,40","14,40","63,96","218,96","63,96","235,15","235,15","96,74","96,74","96,74","14,40","14,40","14,40","154,10","169,12","218,96","237,89","233,77","237,47","236,96","224,54"
17/11/2021,"61,32","14,37","14,37","47,75","106,88","47,75","93,28","106,88","90,30","90,30","90,30","14,37","14,37","14,37","117,13","130,79","130,79","215,17","216,17","180,60","214,24","197,46"
18/11/2021,"50,76","13,49","13,49","56,20","57,06","59,05","83,55","57,06","90,04","90,04","90,04","13,49","13,49","13,49","95,67","95,67","95,67","211,04","229,33","139,90","238,29","209,23"
19/11/2021,"26,54","12,33","12,33","14,96","14,96","72,47","57,29","14,96","83,62","83,62","83,62","12,33","12,33","12,33","85,13","85,13","85,13","217,96","207,00","131,63","243,74","199,85"
20/11/2021,"27,29","11,84","11,84","14,93","34,98","15,04","86,27","34,98","88,78","88,78","88,78","11,84","11,84","11,84","88,58","88,58","88,58","188,40","199,47","110,22","231,13","185,97"
21/11/2021,"64,45","15,31","15,31","61,56","64,43","61,99","92,80","65,46","92,94","92,94","92,94","15,31","15,31","15,31","112,61","112,61","112,61","206,45","180,23","144,84","226,67","146,76"
22/11/2021,"100,17","19,39","19,39","131,83","131,83","139,44","169,89","209,03","123,31","123,31","123,31","15,35","15,35","17,29","162,54","162,54","162,54","254,84","235,92","233,17","251,84","194,08"
23/11/2021,"90,60","15,34","15,34","122,10","122,10","129,12","137,77","155,91","110,17","110,17","110,17","14,74","14,74","14,82","155,53","155,53","155,53","266,39","267,23","241,87","270,21","219,93"
24/11/2021,"89,87","29,00","29,00","84,69","84,69","104,58","198,56","191,19","108,52","108,52","108,52","23,23","23,23","23,23","131,75","135,77","135,77","282,69","281,03","273,89","295,82","254,01"
25/11/2021,"104,38","42,68","42,68","103,72","103,72","108,65","124,94","103,72","112,09","112,09","112,09","41,16","41,16","41,16","118,17","118,17","118,17","268,23","248,84","243,35","302,14","196,35"
26/11/2021,"128,89","117,95","117,95","162,28","162,28","165,59","164,45","171,82","116,32","116,32","116,32","114,93","114,93","114,93","165,59","165,59","165,59","236,52","221,96","188,38","275,16","197,85"
27/11/2021,"160,47","175,08","175,08","175,08","175,08","175,08","175,30","175,62","145,34","145,34","145,34","167,47","167,47","167,47","175,08","175,08","175,08","210,39","220,19","202,90","220,09","207,17"
28/11/2021,"186,16","188,09","188,09","188,09","188,09","188,09","198,47","198,47","183,32","183,32","183,32","188,09","188,09","188,09","188,09","188,09","188,09","201,96","204,17","201,17","204,21","198,27"
29/11/2021,"246,86","233,69","233,69","263,96","263,96","263,96","265,41","265,41","249,82","249,82","249,82","220,10","220,10","220,10","263,96","263,96","263,96","273,92","264,44","265,96","301,12","256,27"
30/11/2021,"144,06","160,65","160,65","166,14","166,14","170,20","123,62","162,11","134,56","134,40","134,56","147,53","147,53","147,53","187,52","187,52","187,52","215,09","213,70","123,84","271,99","176,13"
01/12/2021,"118,65","112,63","112,63","124,15","124,15","167,91","91,00","124,15","117,91","116,49","117,91","112,63","112,63","112,63","167,93","167,93","167,93","243,94","194,98","91,00","280,10","190,58"
02/12/2021,"181,40","147,44","147,44","175,83","175,83","196,43","175,70","175,70","184,71","184,71","184,71","147,44","147,44","147,44","196,43","196,43","196,43","257,32","236,16","195,04","277,77","206,43"
03/12/2021,"148,38","127,44","127,44","169,39","169,39","178,47","149,44","169,39","147,26","147,26","147,26","115,84","115,84","115,84","188,04","188,04","188,04","232,54","236,07","149,97","299,22","195,30"
04/12/2021,"129,27","103,51","103,51","161,61","161,93","163,59","186,40","173,83","132,87","132,87","131,59","70,27","70,27","70,27","165,50","165,50","165,50","205,36","207,35","196,26","222,17","200,16"
05/12/2021,"129,61","115,72","115,72","133,30","133,30","148,28","120,84","133,30","127,71","127,71","127,71","115,72","115,72","115,72","148,28","148,28","148,28","200,88","192,25","157,71","221,00","180,83"
06/12/2021,"226,54","132,11","132,11","290,06","290,06","290,06","232,64","290,06","165,98","165,98","165,98","118,83","118,83","118,83","290,06","290,06","290,06","272,44","259,54","265,39","282,52","247,26"
07/12/2021,"215,23","147,40","147,40","241,29","241,29","469,03","175,75","241,29","170,82","170,82","170,82","113,76","113,76","113,76","469,03","469,03","469,03","243,37","208,53","216,19","258,65","183,01"
08/12/2021,"136,05","77,26","77,26","171,96","171,96","439,69","130,66","171,96","130,49","130,49","130,49","72,52","72,52","72,52","439,69","439,69","439,69","221,44","209,42","184,06","247,43","185,21"
09/12/2021,"124,72","41,42","41,42","253,31","255,35","267,44","254,57","256,03","131,27","131,27","131,27","41,42","41,42","41,42","270,03","270,79","270,79","281,83","280,13","277,88","287,50","275,42"
10/12/2021,"136,66","44,98","44,98","212,45","232,14","212,45","235,68","236,96","148,96","148,96","137,16","44,98","44,98","44,98","216,53","226,99","232,14","244,25","238,85","239,78","247,19","237,16"
11/12/2021,"155,80","49,51","49,51","178,24","222,38","178,24","230,87","233,76","160,17","160,17","160,17","49,51","49,51","49,51","198,85","208,65","222,38","240,80","240,91","237,35","249,47","224,74"
12/12/2021,"125,13","43,67","43,67","167,90","180,58","167,90","178,51","181,00","132,75","132,75","132,75","43,56","43,56","43,56","177,84","180,72","182,84","203,99","218,30","183,12","250,85","190,95"
13/12/2021,"138,54","44,55","44,55","205,26","226,43","205,26","224,79","229,26","135,53","135,53","135,53","44,34","44,34","44,34","214,78","214,78","231,69","282,14","265,36","264,66","300,69","241,87"
14/12/2021,"133,36","37,34","37,34","194,67","212,99","193,07","233,85","213,04","205,26","205,26","205,26","35,57","35,57","35,57","205,71","222,99","241,19","311,32","303,79","295,82","329,27","280,35"
15/12/2021,"78,43","22,56","22,56","79,08","79,08","79,08","117,58","81,48","127,60","127,60","127,60","22,54","22,54","22,54","153,07","153,07","176,21","311,91","293,06","295,20","346,28","275,73"
16/12/2021,"99,22","20,48","20,48","91,48","113,96","121,87","169,73","134,29","152,00","152,00","152,00","20,48","20,48","20,48","135,39","136,30","139,54","347,69","344,46","344,30","353,09","333,22"
17/12/2021,"125,42","23,66","23,66","152,56","185,63","152,56","213,87","187,02","179,60","179,60","179,60","23,66","23,66","23,66","155,96","162,42","185,63","339,30","339,22","338,14","341,24","337,27"
18/12/2021,"82,63","21,26","21,26","99,21","100,52","83,05","136,68","135,15","155,84","155,84","155,84","21,26","21,26","21,26","125,76","125,76","125,76","278,55","304,33","259,51","315,80","292,52"
19/12/2021,"64,47","21,43","21,43","67,29","67,29","66,06","94,91","68,73","146,81","146,81","146,81","21,43","21,43","21,43","88,01","88,01","88,01","225,82","300,37","119,67","343,16","289,66"
20/12/2021,"223,01","57,37","57,37","299,68","299,68","269,82","328,03","306,76","305,50","305,50","305,50","57,37","57,37","57,37","269,82","269,82","299,68","344,85","363,15","331,37","382,08","360,78"
21/12/2021,"309,78","62,58","62,58","413,48","413,48","405,52","430,45","430,45","387,45","387,45","387,21","62,58","62,58","62,58","406,89","413,48","413,48","434,34","432,99","431,98","442,88","429,84"
22/12/2021,"246,46","70,30","70,30","374,90","380,59","360,78","403,72","403,72","258,16","258,16","258,16","62,01","62,01","62,01","360,78","367,17","380,59","427,09","397,09","416,72","452,94","396,38"
23/12/2021,"193,63","39,08","39,08","237,13","256,55","175,43","274,57","274,57","244,72","244,72","244,72","39,08","39,08","39,08","175,43","256,55","256,55","351,48","378,32","300,73","416,44","333,06"
24/12/2021,"133,74","31,10","31,10","139,43","139,43","136,51","182,52","178,11","199,94","199,94","199,94","31,10","31,10","31,10","138,22","139,80","139,80","230,01","280,08","196,21","319,53","285,72"
25/12/2021,"143,44","31,74","31,74","128,97","128,97","128,97","197,06","196,10","200,34","200,34","200,34","31,74","31,74","31,74","128,97","128,97","128,97","202,09","200,01","198,29","218,11","195,45"
26/12/2021,"158,25","49,89","49,89","157,04","157,04","154,19","172,17","168,13","186,72","186,72","186,72","49,89","49,89","49,89","154,19","156,70","157,04","175,67","184,06","172,46","185,37","185,51"
27/12/2021,"163,06","63,33","63,33","149,36","149,36","158,04","148,83","149,36","179,38","179,38","179,38","57,74","57,74","57,74","158,04","158,04","158,04","153,19","162,72","148,83","161,08","170,96"
28/12/2021,"123,50","60,30","60,30","109,80","109,80","131,90","109,80","109,80","146,61","146,61","146,61","60,30","60,30","60,08","132,69","132,69","132,69","130,76","101,36","104,23","101,64","111,26"
29/12/2021,"160,29","117,88","117,88","154,86","155,30","154,86","155,60","155,60","167,11","167,11","167,11","68,30","68,30","65,64","154,86","155,30","155,30","155,60","155,60","155,60","155,60","155,60"
30/12/2021,"93,57","54,54","54,54","70,52","70,52","73,35","70,99","70,51","139,32","139,32","139,32","54,54","54,54","54,54","113,94","113,94","113,94","117,51","70,58","73,26","105,74","101,32"
31/12/2021,"64,40","37,90","37,90","43,62","43,62","65,04","42,61","43,62","135,85","135,85","135,85","37,90","37,90","37,90","81,49","81,49","81,49","86,96","9,68","12,13","120,02","78,63"
